Emapp,id,Produit,Code NFH,Famille,Ss-Famille,Gamme,Variante,Conditmt,Prix indicatif,Unite Energ.,Poids/Volume par piece,Calcium,Sodium,Proteines,Glucides,Lipides,kJ,kcal,dont acides gras satures,dont sucres,% de net
EMApp,957,Veau-Carré (rôti),10.07,Viandes_Poissons,Veau,brut,,Kg,14.40 €,kg,1,0,0,17.80,0,5.92,522,124,1.99,0,0.30
EMApp,958,Agneau-Collier (sauté),10.07,Viandes_Poissons,Agneau,brut,40-60 g,Kg,10.40 €,kg,1,0,0,16.40,0,13.20,767,184,5.80,0,1
EMApp,959,Poisson-Dos (Colin),10.02,Surgelés,Surgelé poisson,surgelé,120-140g,Kg,4.33 €,kg,1,13.10,158,17.00,0,0.70,315,74,0,0,1
EMApp,960,Coing,10.10,Fruits_et_légumes,Fruits,brut,,kg,2.05 €,kg,1,8.67,3.67,0.37,11.20,0.40,243,58,0.04,6.30,0.50
EMApp,961,Cognac dénaturé,10.14,Epicerie,Epicerie,,liquide,Litre,6.81 €,litre,1,0,0,0.00,0,0,1016,243,0,0,1
EMApp,962,Cognac,10.14,Epicerie,Epicerie,,liquide,Litre,6.53 €,litre,1,0,0,0.00,0,0,1016,243,0,0,1
EMApp,963,Poulet-Coeur,10.07,Viandes_Poissons,Volaille,brut,,Kg,4.50 €,kg,1,12,69,16.40,0.70,2.76,393,93,0.56,0,0.90
EMApp,964,Dinde-Coeur,10.07,Viandes_Poissons,Volaille,brut,,Kg,4.50 €,kg,1,6,94,16.50,0.22,2.86,390,92,0.56,0,0.90
EMApp,965,Cœur de palmier,10.14,Epicerie,Epicerie,appertisé,,kg,4.92 €,kg,1,46.10,740,2.73,3.40,0.61,139,33,0.13,0,1
EMApp,966,Blé,10.14,Epicerie,Epicerie,déshydraté,,kg,2.64 €,kg,1,47.25,42.50,12.75,76,1.65,1622,382,0.32,1.60,1
EMApp,967,Agneau-Cœur,10.07,Viandes_Poissons,Agneau,brut,,Kg,8.90 €,kg,1,7.50,114,16.80,0.40,3.09,407,97,0.59,0,0.90
EMApp,968,Cocktail fruits,10.14,Epicerie,Epicerie,appertisé,Boite 5/1,Boite 5/1,4.54 €,kg,1,13,3,0.40,14,0.10,226,53,0.02,13.90,1
EMApp,969,Cocktail de fruits de mer,10.08,Viandes_Poissons,Poisson,brut,,Kg,4.85 €,kg,1,70,183,13.50,2.20,1,302,72,0.30,0,0.50
EMApp,970,Clémentine,10.10,Fruits_et_légumes,Fruits,brut,,kg,1.42 €,kg,1,25.20,6.46,0.80,9.19,0.19,205,49,0,9.19,0.60
EMApp,971,Citrouille,10.10,Fruits_et_légumes,Légumes,brut,epluchée,Kg,3.85 €,kg,1,21,0,1.30,6,0.20,130,31,0.10,2.80,1
EMApp,972,Citrouille,10.10,Fruits_et_légumes,Légumes,brut,,Kg,1.25 €,kg,1,21,0,1.30,6,0.20,130,31,0.10,2.80,0.50
EMApp,973,Citron vert,10.10,Fruits_et_légumes,Fruits,brut,,kg,5 €,kg,1,33,2,0.70,2.82,0.20,153,36,0.02,1.69,0.40
EMApp,974,Citron,10.10,Fruits_et_légumes,Fruits,brut,,kg,1.96 €,kg,1,18,3,0.80,2.45,0.30,146,34,0.02,1.69,0.40
EMApp,975,Cidre doux,10.14,Epicerie,Epicerie,,Liquide,Litre,1.94 €,litre,1,9,2.90,0.00,3.20,0,114,27,0,3.20,1
EMApp,976,Cidre brut,10.14,Epicerie,Epicerie,,Liquide,Litre,2.24 €,litre,1,5,3.98,0.00,2.30,0,137,33,0,2.30,1
EMApp,977,Ciboulette lyophilisé,10.14,Epicerie,Epicerie,déshydraté,,kg,22.50 €,kg,1,69.50,12.30,2.30,4.42,0.43,145,34.40,0.06,3.84,1
EMApp,978,Ciboulette,10.10,Fruits_et_légumes,"Herbes, épices et assaisonnements",brut,,Kg,52 €,kg,1,69.50,12.30,2.30,4.42,0.43,145,34,0.06,3.95,1
EMApp,979,Choux fleurs,10.03,Surgelés,Surgelé légume,surgelé,fleurette,Kg,1.05 €,kg,1,23.80,8.92,2.46,2.21,0.31,118,28,0,0,1
EMApp,980,Choux de Bruxelles,10.03,Surgelés,Surgelé légume,surgelé,,Kg,0.80 €,kg,1,36.20,9.70,3.50,5.20,0.30,157,38,0,0,1
EMApp,981,Choux nature,10.14,Epicerie,Epicerie,déshydraté,,kg,0.90 €,kg,1,72,0,4.50,32.20,16.80,1260,301,0,0.43,1
EMApp,982,Chouquette,10.14,Epicerie,Epicerie,déshydraté,,unité,0.12 €,piece,0.030,36.40,382,9.30,38.70,21.80,1670,401,0,0.43,1
EMApp,983,Chou-fleur,10.09,Fruits_et_légumes,Légumes,cru sous vide,,Kg,3.20 €,kg,1,23.80,8.92,2.46,2.34,0.31,118,28,0.07,2.21,1
EMApp,984,Chou-fleur,10.10,Fruits_et_légumes,Légumes,brut,epluché,Kg,3.15 €,kg,1,23.80,8.92,2.46,2.34,0.31,118,28,0.07,2.21,1
EMApp,985,Chou-fleur,10.10,Fruits_et_légumes,Légumes,brut,,Kg,2.10 €,kg,1,23.80,8.92,2.46,2.34,0.31,118,28,0.07,2.21,0.70
EMApp,986,Chou vert,10.09,Fruits_et_légumes,Légumes,cru sous vide,emincé,Kg,1.30 €,kg,1,58.50,114,1.40,3,0.50,85,20,0.01,2.50,1
EMApp,987,Chou vert,10.10,Fruits_et_légumes,Légumes,brut,emincé,Kg,1.30 €,kg,1,58.50,114,1.40,3,0.50,85,20,0.01,2.50,1
EMApp,988,Chou vert,10.10,Fruits_et_légumes,Légumes,brut,,Kg,0.90 €,kg,1,58.50,114,1.40,3,0.50,85,20,0.01,2.50,0.70
EMApp,989,Chou rouge,10.09,Fruits_et_légumes,Légumes,cru sous vide,emincé,Kg,1.50 €,kg,1,49.80,23,1.61,4.99,0.20,138,33,0.05,3.26,1
EMApp,990,Chou rouge,10.10,Fruits_et_légumes,Légumes,brut,emincé,Kg,1.50 €,kg,1,49.80,23,1.61,4.99,0.20,138,33,0.05,3.26,1
EMApp,991,Chou rouge,10.10,Fruits_et_légumes,Légumes,brut,,Kg,0.90 €,kg,1,49.80,23,1.61,4.99,0.20,138,33,0.05,3.26,0.70
EMApp,992,Chou chinois,10.10,Fruits_et_légumes,Légumes,brut,,Kg,2.35 €,kg,1,0,0,1.60,2.20,0.30,59,14,0.02,0,0.70
EMApp,993,Chou blanc,10.09,Fruits_et_légumes,Légumes,cru sous vide,emincé,Kg,1.85 €,kg,1,50,13,1.25,4.75,0.20,123,29,0.02,0,1
EMApp,994,Chou blanc,10.10,Fruits_et_légumes,Légumes,brut,emincé,Kg,0.70 €,kg,1,50,13,1.25,4.75,0.20,123,29,0.02,0,1
EMApp,995,Chou blanc,10.10,Fruits_et_légumes,Légumes,brut,,Kg,1.85 €,kg,1,50,13,1.25,4.75,0.20,123,29,0.02,0,0.70
EMApp,996,Chorizo Doux,10.07,Viandes_Poissons,Charcuterie,brut,,Kg,6.10 €,kg,1,35.80,1730,21.10,3.50,42.10,1980,477,14.60,0,1
EMApp,997,Chocolat pépites,10.14,Epicerie,Epicerie,déshydraté,,kg,2.90 €,kg,1,130,19.10,4.90,54.90,30.20,2190,526,18.10,40,1
EMApp,998,Chocolat labo,10.14,Epicerie,Epicerie,déshydraté,,Kg,2.90 €,kg,1,130,19.10,4.90,54.90,30.20,2190,526,18.10,40,1
EMApp,999,Chocolat copeaux,10.14,Epicerie,Epicerie,déshydraté,,Kg,5.36 €,kg,1,130,19.10,4.90,54.90,30.20,2190,526,18.10,40,1
EMApp,1000,Chocolat amer,10.14,Epicerie,Epicerie,déshydraté,,Kg,7.89 €,kg,1,60,21,9.30,33.30,41.90,2370,572,18.10,21,1
EMApp,1001,Sachet de Chips,10.14,Epicerie,Epicerie,déshydraté,,Unité,0.13 €,piece,0.030,27,622,5.60,48.70,36.10,2290,550,4,1.09,1
EMApp,1002,Chipolatas,10.07,Viandes_Poissons,Charcuterie,brut,,Kg,3.96 €,kg,1,11.80,855,19.00,8.40,25.40,1410,338,9.20,0,1
EMApp,1003,Fromage-Chèvretine,10.12,BOF,Fromages non affinés et spécialités fromagères,brut,portion,colis,0.26 €,piece,0.020,750,390,6.80,3,32.10,1350,328,22.30,1.70,1
EMApp,1004,Fromage-Chèvre,10.12,BOF,Fromages non affinés et spécialités fromagères,brut,frais,kg,2.60 €,kg,1,94,297,10.60,2.75,12.40,687,165,9.55,2.75,1
EMApp,1005,Fromage-Chèvre,10.12,BOF,Fromages affinés à pâte molle,brut,buchette,kg,0.86 €,piece,0.175,107,511,19.30,1.50,24.10,1270,305,16.60,0.80,1
EMApp,1006,Fromage-Chèvre,10.12,BOF,Fromages affinés à pâte molle,brut,long,kg,1.25 €,kg,1,107,511,19.30,1.50,24.10,1270,305,16.60,0.80,1
EMApp,1007,Cheesburger,10.04,Surgelés,Surgelé viande,surgelé,,Pièce,0.59 €,piece,0.120,91.30,537,13.70,25.40,11.50,1090,261,0,0,1
EMApp,1008,Fromage-Cheddar,10.12,BOF,Fromages affinés à pâte ferme,brut,Bloc,kg,9.55 €,kg,1,720,670,25.50,0.50,33.40,1680,405,20.20,0,1
EMApp,1009,Chapelure brune,10.14,Epicerie,Epicerie,déshydraté,,kg,1.01 €,kg,1,73,728,11.60,71.50,5.50,1670,395,0.22,2.60,1
EMApp,1010,Fromage-Chaource,10.12,BOF,Fromages affinés à pâte molle,brut,entier,kg,3.50 €,kg,1,388,792,17.40,1.35,22,1130,273,14.20,0,1
EMApp,1011,Champignon pied & morceaux,10.14,Epicerie,Epicerie,appertisé,boite 5/1,boite 5/1,11.20 €,kg,1,24.60,310,2.40,0.98,0.39,91,22,0.10,0.20,1
EMApp,1012,Champignon hôtel,10.14,Epicerie,Epicerie,appertisé,boite 3/1,boite 3/1,9.20 €,kg,1,16.30,281,2.37,0.46,0.40,83,20,0.10,0.20,1
EMApp,1013,Champignon de paris,10.10,Fruits_et_légumes,Légumes,brut,epluché,Kg,6.75 €,kg,1,28.50,16.90,1.80,2.73,0.43,105,25,0.07,0.20,1
EMApp,1014,Champignon de paris,10.10,Fruits_et_légumes,Légumes,brut,,Kg,4 €,kg,1,28.50,16.90,1.80,2.73,0.43,105,25,0.07,0.20,0.90
EMApp,1015,Champignon,10.03,Surgelés,Surgelé légume,surgelé,emincé,Kg,1.04 €,kg,1,28.50,16.90,1.80,2.73,0.43,105,25,0,0,1
EMApp,1016,Champagne,10.14,Epicerie,Epicerie,,Liquide,Litre,13.29 €,litre,1,7,1.93,0.30,2.80,0,340,82,0,0,1
EMApp,1017,Chair à saucisse,10.07,Viandes_Poissons,Charcuterie,brut,,Kg,3.80 €,kg,1,15,0,13.00,0.60,30,1354,324,9.20,0,1
EMApp,1018,Cervelas,10.01,Surgelés,Surgelé viande,surgelé,orloff,Kg,4 €,kg,1,32.60,822,13.60,1.10,21.20,1034,250,0,0,0.80
EMApp,1019,Cervelas,10.07,Viandes_Poissons,Charcuterie,brut,,Kg,2.30 €,kg,1,32.60,822,12.00,1.30,26.50,1210,293,10.40,0,1
EMApp,1020,Cerise,10.10,Fruits_et_légumes,Fruits,brut,,Kg,4.75 €,kg,1,15.40,5.20,1.30,14.20,0.30,300,71,0.05,12.40,0.80
EMApp,1021,Céréales petit-déjeuner chocolat,10.14,Epicerie,Epicerie,déshydraté,,kg,7.30 €,kg,1,453,442,4.20,83.20,4,1660,391,2.15,31,1
EMApp,1022,Céréales petit-déjeuner aux fruits,10.14,Epicerie,Epicerie,déshydraté,,kg,4.88 €,kg,1,56.80,489,14.00,73,2.70,1620,383,1.48,24,1
EMApp,1023,Céréales petit-déj fourrées choco,10.14,Epicerie,Epicerie,déshydraté,,kg,4.88 €,kg,1,153,221,8.40,67.20,14.30,1850,439,4.99,30,1
EMApp,1024,Céleri-rave,10.09,Fruits_et_légumes,Légumes,cru sous vide,entier,Kg,2.10 €,kg,1,38.80,269,1.20,5.68,0.30,154,37,0.07,1.44,1
EMApp,1025,Céleri-rave,10.10,Fruits_et_légumes,Légumes,brut,rapé,Kg,2.30 €,kg,1,38.80,269,1.20,5.68,0.30,154,37,0.07,1.44,1
EMApp,1026,Céleri-rave,10.10,Fruits_et_légumes,Légumes,brut,epluché,Kg,2.30 €,kg,1,38.80,269,1.20,5.68,0.30,154,37,0.07,1.44,1
EMApp,1027,Céleri-rave,10.09,Fruits_et_légumes,Légumes,cuit sous vide,,Kg,2.10 €,kg,1,52.40,58.20,0.96,4.56,0.86,146,35,0.07,1.44,1
EMApp,1028,Céleri-rave,10.09,Fruits_et_légumes,Légumes,cru sous vide,rapé,Kg,2.30 €,kg,1,38.80,269,1.20,5.68,0.30,154,37,0.07,1.44,1
EMApp,1029,Céleri-rave,10.10,Fruits_et_légumes,Légumes,brut,,Kg,0.80 €,kg,1,38.80,269,1.20,5.68,0.30,154,37,0.07,1.44,0.80
EMApp,1030,Céleri rémoulade,10.14,Epicerie,Epicerie,appertisé,Boite 5/1,Boite 5/1,7.80 €,kg,1,28.70,437,1.00,6,12.50,592,132,1.02,1.74,1
EMApp,1031,Céleri branche,10.09,Fruits_et_légumes,Légumes,cuit sous vide,,Kg,3.65 €,kg,1,53.30,83.10,0.80,1.60,0.10,55,13,0.04,1.11,1
EMApp,1032,Céleri branche,10.09,Fruits_et_légumes,Légumes,cru sous vide,,Kg,3.43 €,kg,1,53.30,109,1.20,1.16,0.20,66,16,0.04,1.11,1
EMApp,1033,Céleri branche,10.10,Fruits_et_légumes,Légumes,brut,epluché,Kg,2.10 €,kg,1,53.30,109,1.20,1.16,0.20,66,16,0.04,1.11,1
EMApp,1034,Céleri branche,10.10,Fruits_et_légumes,Légumes,brut,,Kg,1.20 €,kg,1,53.30,109,1.20,1.16,0.20,66,16,0.04,1.11,0.70
EMApp,1035,Coeur de céleri branche,10.14,Epicerie,Epicerie,appertisé,Boite 51,Boite 51,7.30 €,kg,1,29.20,360,0.83,1.28,0.09,50,12,0.02,0,1
EMApp,1036,Cassonade,10.14,Epicerie,Epicerie,déshydraté,,kg,1.74 €,kg,1,134,0,1.90,96.70,0,1650,387,0,96,1
EMApp,1037,Cassis,10.10,Fruits_et_légumes,Fruits,brut,,Kg,1.54 €,kg,1,60,3,0.90,10.40,0.10,289,69,0.09,6.60,1
EMApp,1038,Carrelet ou Plie,10.08,Viandes_Poissons,Poisson,brut,,Kg,7 €,kg,1,0,0,19.00,0,0.93,357,84,0.20,0,0.50
EMApp,1039,Porc-Carré,10.07,Viandes_Poissons,Porc,brut,,Kg,3.54 €,kg,1,10,63.60,34.10,0,7.45,855,203,3.03,0,0.50
EMApp,1040,Carotte,10.03,Surgelés,Surgelé légume,surgelé,purée,Kg,0.70 €,kg,1,46,93.80,2.00,5.50,0.20,135,32,0,0,1
EMApp,1041,Carotte,10.03,Surgelés,Surgelé légume,surgelé,rondelle,Kg,0.70 €,kg,1,46,93.80,2.00,5.50,0.20,135,32,0,0,1
EMApp,1042,Carotte,10.09,Fruits_et_légumes,Légumes,cuit sous vide,rondelle,Kg,1.90 €,kg,1,46,93.80,0.76,4.94,0.10,117,27,0.06,4.86,1
EMApp,1043,Carotte,10.09,Fruits_et_légumes,Légumes,cru sous vide,brunoise,Kg,1.90 €,kg,1,26.20,49,0.80,6.60,0.26,153,36,0.06,4.86,1
EMApp,1044,Carotte,10.09,Fruits_et_légumes,Légumes,cru sous vide,mirepoix,Kg,1.90 €,kg,1,26.20,49,0.80,6.60,0.26,153,36,0.06,4.86,1
EMApp,1045,Carotte,10.09,Fruits_et_légumes,Légumes,cru sous vide,batonnet,Kg,1.90 €,kg,1,26.20,49,0.80,6.60,0.26,153,36,0.06,4.86,1
EMApp,1046,Carotte,10.09,Fruits_et_légumes,Légumes,cru sous vide,rapée,Kg,1.90 €,kg,1,26.20,49,0.80,6.60,0.26,153,36,0.06,4.86,1
EMApp,1047,Carotte,10.09,Fruits_et_légumes,Légumes,cru sous vide,rondelle,Kg,2.10 €,kg,1,26.20,49,0.80,6.60,0.26,153,36,0.06,4.86,1
EMApp,1048,Carotte,10.09,Fruits_et_légumes,Légumes,cru sous vide,epluchée,Kg,1.50 €,kg,1,26.20,49,0.80,6.60,0.26,153,36,0.06,4.86,1
EMApp,1049,Carotte,10.10,Fruits_et_légumes,Légumes,brut,brunoise,Kg,2.10 €,kg,1,26.20,49,0.80,6.60,0.26,153,36,0.06,4.86,1
EMApp,1050,Carotte,10.10,Fruits_et_légumes,Légumes,brut,mirepoix,Kg,2.10 €,kg,1,26.20,49,0.80,6.60,0.26,153,36,0.06,4.86,1
EMApp,1051,Carotte,10.10,Fruits_et_légumes,Légumes,brut,batonnet,Kg,2.10 €,kg,1,26.20,49,0.80,6.60,0.26,153,36,0.06,4.86,1
EMApp,1052,Carotte,10.10,Fruits_et_légumes,Légumes,brut,rapée,Kg,1.50 €,kg,1,26.20,49,0.80,6.60,0.26,153,36,0.06,4.86,1
EMApp,1053,Carotte,10.10,Fruits_et_légumes,Légumes,brut,rondelle,Kg,2.10 €,kg,1,26.20,49,0.80,6.60,0.26,153,36,0.06,4.86,1
EMApp,1054,Carotte,10.10,Fruits_et_légumes,Légumes,brut,epluchée,Kg,1.50 €,kg,1,26.20,49,0.80,6.60,0.26,153,36,0.06,4.86,1
EMApp,1055,Carotte,10.10,Fruits_et_légumes,Légumes,brut,,Kg,1.10 €,kg,1,26.20,49,0.80,6.60,0.26,153,36,0.06,4.86,0.80
EMApp,1056,Cardon,10.09,Fruits_et_légumes,Légumes,cru sous vide,,Kg,3.38 €,kg,1,58.50,17.40,0.60,3.69,0.10,89,21,0.01,1.50,1
EMApp,1057,Cardon,10.10,Fruits_et_légumes,Légumes,brut,epluché,Kg,2.56 €,kg,1,58.50,17.40,0.60,3.69,0.10,89,21,0.01,1.50,1
EMApp,1058,Cardon,10.10,Fruits_et_légumes,Légumes,brut,,Kg,2.56 €,kg,1,58.50,17.40,0.60,3.69,0.10,89,21,0.01,1.50,0.60
EMApp,1059,Caramel mou au cacao,10.14,Epicerie,Epicerie,déshydraté,,kg,21.83 €,kg,1,0,0,3.30,77.10,9.60,1725,410,8.70,75,1
EMApp,1060,Carambole,10.10,Fruits_et_légumes,Fruits,brut,,unité,1.56 €,kg,1,4.67,2,0.78,2.91,0.34,114,27,0.02,2.91,1
EMApp,1061,Câpre,10.14,Epicerie,Epicerie,appertisé,,Boite 4/4,2.42 €,kg,1,29.50,2240,2.48,2.10,0.48,123,29,0.10,1.26,1
EMApp,1062,Fromage-Cantal,10.12,BOF,Fromages affinés à pâte ferme,brut,portion,unité,0.18 €,piece,0.025,759,837,24.70,0.18,30.30,1550,373,19,0,1
EMApp,1063,Fromage-Cantal,10.12,BOF,Fromages affinés à pâte ferme,brut,bloc,kg,9.82 €,kg,1,759,837,24.70,0.18,30.30,1550,373,19,0,1
EMApp,1064,Cannelle bâton,10.14,Epicerie,Epicerie,déshydraté,,Kg,4.12 €,kg,1,1000,10,3.87,27.50,1.22,1000,243,0.44,2.17,1
EMApp,1065,Canelé 15-20g,10.14,Epicerie,Epicerie,déshydraté,,kg,25 €,kg,1,0,74.40,4.40,62.70,3.24,1280,302,2.16,42.50,1
EMApp,1066,Fromage-Cancoillotte,10.12,BOF,Fromages fondus,brut,pot,kg,6.35 €,kg,1,20.10,732,15.00,1,6.20,536,128,4.01,1,1
EMApp,1067,Fromage-Camembert,10.12,BOF,Fromages affinés à pâte molle,brut,portion,piece,0.15 €,piece,0.025,490,570,19.50,0.20,26.20,1310,315,17,0,1
EMApp,1068,Fromage-Camembert,10.12,BOF,Fromages affinés à pâte molle,brut,26%MG,piece,2.26 €,piece,0.250,490,570,19.50,0.20,26.20,1310,315,17,0,1
EMApp,1069,Fromage-Camembert,10.12,BOF,Fromages affinés à pâte molle,brut,20%MG,piece,1.10 €,piece,0.250,463,581,22.40,0.38,20,1130,271,12.90,0.38,1
EMApp,1070,Fromage-Camembert,10.12,BOF,Fromages affinés à pâte molle,brut,lait cru,piece,3.40 €,piece,0.250,245,670,20.40,1.22,20.20,1120,269,13.70,0.10,1
EMApp,1071,Calamar,10.08,Viandes_Poissons,Crustacés et mollusques,brut,,Kg,4.90 €,kg,1,15.70,195,16.00,0.60,1.47,337,80,0.32,0,0.50
EMApp,1072,Calamar,10.02,Surgelés,Surgelé poisson,surgelé,romaine,kg,2.75 €,kg,1,15.70,195,10.60,17.80,11.50,920,220,0,0,1
EMApp,1073,Caille,10.07,Viandes_Poissons,Volaille,brut,,Kg,17.80 €,kg,1,15,52,25.10,0,10.90,830,198,2.83,0,0.50
EMApp,1074,Café moulu Arabica,10.14,Epicerie,Epicerie,déshydraté,,kg,4.66 €,kg,1,27.20,7.14,0.05,0.10,0,1,0,0,0,1
EMApp,1075,Café équilibre 50/50,10.14,Epicerie,Epicerie,déshydraté,,kg,5.29 €,kg,1,27.20,0,0.05,0.10,0,1,0,0,0,1
EMApp,1076,Chocolat dose petit déjeuné,10.14,Epicerie,Epicerie,déshydraté,,Kg,7.27 €,piece,0.020,80.50,44.30,6.15,79.50,3.84,1650,390,2.15,59,1
EMApp,1077,Cacao non sucré en poudre,10.14,Epicerie,Epicerie,déshydraté,,Kg,7.27 €,kg,1,73,21,18.40,13.90,21,1589,380,7.50,0.80,1
EMApp,1078,Cacahuète salée,10.14,Epicerie,Epicerie,déshydraté,,kg,3.63 €,kg,1,47.40,374,27.30,9.73,47.40,2540,613,7.80,3.60,1
EMApp,1079,Poisson-Pané (Cabillaud),10.02,Surgelés,Surgelé poisson,surgelé,120g,colis,4.90 €,kg,1,26,72,13.00,14,11,860,210,0,0,1
EMApp,1080,Poisson-Cabillaud (Entier),10.08,Viandes_Poissons,Poisson,brut,,Kg,9 €,kg,1,10,65,18.50,0,0.90,350,83,0.16,0,0.60
EMApp,1081,Bulot cuit,10.08,Viandes_Poissons,Crustacés et mollusques,brut,,Kg,5.50 €,kg,1,67.80,370,20.50,2.79,0.60,418,99,0.09,0,0.30
EMApp,1082,Brunoise légume,10.03,Surgelés,Surgelé légume,surgelé,,Kg,0.97 €,kg,1,29,38,0.95,5.10,0,101,24,0,0,1
EMApp,1083,Brugnon,10.10,Fruits_et_légumes,Fruits,brut,,Kg,2.22 €,kg,1,4,1.84,0.70,14,0.10,268,64,0,10,0.90
EMApp,1084,Brocolis,10.03,Surgelés,Surgelé légume,surgelé,,kg,1.26 €,kg,1,55.80,53,2.10,2.82,0.51,120,28.70,0,0,1
EMApp,1085,Brochette,10.01,Surgelés,Surgelé viande,surgelé,porc,Kg,5.12 €,kg,1,0,0,0.00,0,0,0,0,0,0,0.80
EMApp,1086,Brochette de poisson,10.02,Surgelés,Surgelé poisson,surgelé,poisson,Kg,4.44 €,kg,1,26.50,223,15.50,0,0.20,267,64,0,0,1
EMApp,1087,Brochette,10.01,Surgelés,Surgelé viande,surgelé,dinde,Kg,3.93 €,kg,1,14,257,14.90,1.70,7,541,129,0,0,0.80
EMApp,1088,Brochet,10.08,Viandes_Poissons,Poisson,brut,,Kg,12 €,kg,1,0,0,21.50,0,0.90,399,94,0.38,0,0.50
EMApp,1089,Brioche tranchée,10.14,Epicerie,Epicerie,déshydraté,,Unité,2.57 €,kg,1,33,454,7.80,49.60,14.80,1530,365,7.40,9,1
EMApp,1090,Fromage (carré de l'est),10.12,BOF,Fromages affinés à pâte molle,brut,entier,kg,3.92 €,kg,1,450,1100,21.00,0,24,1250,300,15.50,0,1
EMApp,1091,Boeuf-Bourguignon (cuit),10.07,Viandes_Poissons,Bœuf,cuit sous vide,,Kg,6.50 €,kg,1,0,0,30.00,0,4.10,660,156,1.69,0,1
EMApp,1092,Bouquet garni,10.14,Epicerie,Epicerie,déshydraté,poudre,kg,21.39 €,kg,1,0,0,0.00,0,0,0,0,0,0,1
EMApp,1093,Boulgour,10.14,Epicerie,Epicerie,déshydraté,,Kg,1.20 €,kg,1,43.40,39.10,11.30,71.90,1.70,1455,348,0.30,1.38,1
EMApp,1094,Bouillon de légumes concentré,10.14,Epicerie,Epicerie,déshydraté,Liquide,Litre,3.97 €,litre,1,1,222,0.70,0.10,0.40,28.40,6.80,0.06,0,1
EMApp,1095,Boudin Noir,10.07,Viandes_Poissons,Charcuterie,brut,,Kg,3.46 €,kg,1,27.20,749,14.80,1.80,21.60,1100,266,11.50,0,1
EMApp,1096,Boudin Blanc,10.07,Viandes_Poissons,Charcuterie,brut,,Kg,3.33 €,kg,1,48.90,683,10.00,5.60,18,957,231,7.90,0,1
EMApp,1097,Bouchées traiteur,10.14,Epicerie,Epicerie,déshydraté,,Unité,0.19 €,piece,0.030,90,627,8.00,41,41,2350,565,27.20,1.05,1
EMApp,1098,Bœuf,10.01,Surgelés,Surgelé viande,surgelé,boulette,Kg,2.50 €,kg,1,29,452,14.30,2.70,14,814,194,0,0,0.80
EMApp,1099,Fromage-Bleu d'Auvergne,10.12,BOF,Fromages affinés à pâte persillée,brut,portion,carton,0.20 €,piece,0.020,563,1230,19.70,1.40,28.40,1420,343,19,0,1
EMApp,1100,Fromage-Bleu d'Auvergne,10.12,BOF,Fromages affinés à pâte persillée,brut,bloc,kg,4.79 €,kg,1,563,1230,19.70,1.40,28.40,1420,343,19,0,1
EMApp,1101,Blanc d’oeuf en neige,10.12,BOF,Oeufs et dérivés,cuit sous vide,cuit,barquette,1.46 €,kg,1,6.67,155,10.30,0.71,0.18,194,45.70,0,0.71,1
EMApp,1102,Blanc d’œuf,10.12,BOF,Oeufs et dérivés,brut,bidon,Litre,2.10 €,litre,1,6.67,155,10.30,0.71,0.18,194,45.70,0,0.71,1
EMApp,1103,Biscuit sec petit beurre,10.14,Epicerie,Epicerie,déshydraté,,Unité,0.17 €,piece,0.025,46.70,371,8.20,72.50,12.70,1850,440,7.86,21.60,1
EMApp,1104,Biscuit sec ou tuile. aux amandes,10.14,Epicerie,Epicerie,déshydraté,,Unité,0.14 €,piece,0.018,50,312,7.80,69.50,14.80,1890,449,4.17,31,1
EMApp,1105,Biscuit sec feuilleté. type palmier,10.14,Epicerie,Epicerie,déshydraté,,Unité,0.21 €,piece,0.017,14.40,371,6.15,60.90,26.90,2160,515,18.70,18,1
EMApp,1106,Bigarreaux dénoyautés,10.14,Epicerie,Epicerie,appertisé,Boite 5/1,Boite 5/1,6.97 €,kg,1,14,1,0.60,15.70,0.20,301,71,0.02,12,1
EMApp,1107,Bifteck,10.07,Viandes_Poissons,Bœuf,brut,,Kg,8.41 €,kg,1,7.07,65.20,18.30,0,4.30,628,149,1.66,0,0.80
EMApp,1108,Beurre doux,10.12,BOF,Beurres et matières grasses laitières,brut,micro pain,kg,0.04 €,piece,0.010,16.50,15.50,0.70,1,82.20,3114,745,54.90,0.58,1
EMApp,1109,Beurre doux,10.12,BOF,Beurres et matières grasses laitières,brut,plaquette,kg,4.11 €,kg,1,16.50,15.50,0.70,1,82.20,3114,745,54.90,0.58,1
EMApp,1110,Beurre demi-sel,10.12,BOF,Beurres et matières grasses laitières,brut,micro pain,kg,0.04 €,piece,0.010,16.50,774,0.70,1,80.80,3060,732,54.80,0.06,1
EMApp,1111,Beurre demi-sel,10.12,BOF,Beurres et matières grasses laitières,brut,plaquette,kg,4.11 €,kg,1,16.50,774,0.70,1,80.80,3060,732,54.80,0.06,1
EMApp,1112,Beurre de cacahuète,10.14,Epicerie,Epicerie,déshydraté,,kg,14.70 €,kg,1,48,472,25.10,24.70,40,2440,586,7.72,0,1
EMApp,1113,Betteraves rouge en dés,10.14,Epicerie,Epicerie,déshydraté,Boite 5/1,Boite 5/1,2.52 €,kg,1,18.40,54.10,1.50,7,0.10,370,88,0.02,6.68,1
EMApp,1114,Betterave rouge,10.09,Fruits_et_légumes,Légumes,cuit sous vide,cube,Kg,1.80 €,kg,1,18.40,54.10,2.30,7.17,0.10,183,43,0.02,6.68,1
